SST2
Max:
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+
|  Class  | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | Total Masked |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+
| Class 0 |     0.9892    |      0.9961     |        0.9881       |        0.9978        |    0.9843    |     0.7856     |       0.9914       |        0.9921       |     230      |
| Class 1 |     0.9881    |      0.9978     |        0.9892       |        0.9961        |    0.9837    |     0.768      |       0.993        |        0.9895       |     230      |

STD:
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+--------------+
|  Class  | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | Total Masked | Intersection |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+--------------+
| Class 0 |     0.9892    |      0.9961     |        0.9881       |        0.9978        |    0.9847    |     0.8714     |       0.9912       |        0.9927       |     230      |     138      |
| Class 1 |     0.9881    |      0.9978     |        0.9892       |        0.9961        |    0.9857    |     0.9036     |       0.9917       |        0.9853       |     230      |     138      |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+--------------+

Low_std_max:
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+--------------+
|  Class  | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | Total Masked | Intersection |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+--------------+
| Class 0 |     0.9892    |      0.9961     |        0.9881       |        0.9978        |    0.9826    |     0.7322     |       0.9924       |        0.9929       |     230      |     185      |
| Class 1 |     0.9881    |      0.9978     |        0.9892       |        0.9961        |    0.9827    |     0.7606     |       0.9937       |        0.9898       |     230      |     184      |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+--------------+


IMDB

Max:

+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+
|  Class  | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | Total Masked |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+
| Class 0 |     0.9638    |      0.968      |        0.9637       |        0.9625        |    0.8673    |     0.6563     |       0.9894       |        0.929        |     230      |
| Class 1 |     0.9637    |      0.9625     |        0.9638       |        0.968         |    0.8474    |     0.6837     |       0.9901       |        0.9355       |     230      |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+


STD:

+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+--------------+
|  Class  | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | Total Masked | Intersection |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+--------------+
| Class 0 |     0.9638    |      0.968      |        0.9637       |        0.9625        |    0.9493    |     0.7894     |       0.9751       |        0.8589       |     230      |     101      |
| Class 1 |     0.9637    |      0.9625     |        0.9638       |        0.968         |    0.957     |     0.8049     |       0.9691       |        0.8356       |     230      |     110      |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+--------------+

Low_std_max: 

+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+--------------+
|  Class  | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | Total Masked | Intersection |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+--------------+
| Class 0 |     0.9638    |      0.968      |        0.9637       |        0.9625        |    0.8122    |     0.6269     |       0.9923       |        0.8968       |     230      |     156      |
| Class 1 |     0.9637    |      0.9625     |        0.9638       |        0.968         |    0.8174    |     0.6579     |       0.991        |        0.8964       |     230      |     164      |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+--------------+

AG_news

Max:

+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+
|  Class  | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | Total Masked |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+
| Class 0 |     0.9691    |      0.9833     |        0.9744       |        0.9704        |    0.7147    |     0.3932     |       0.9764       |        0.9607       |     230      |
| Class 1 |     0.9982    |      0.9962     |        0.9647       |        0.9658        |    0.7753    |     0.3582     |       0.9658       |        0.9533       |     230      |
| Class 2 |     0.9445    |      0.9564     |        0.9826       |        0.9791        |    0.4338    |     0.3693     |       0.9914       |        0.972        |     230      |
| Class 3 |     0.9805    |      0.9576     |        0.9706       |        0.979         |    0.4776    |     0.375      |       0.9893       |        0.9629       |     230      |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+

STD:



max_low_std:

+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+--------------+
|  Class  | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | Total Masked | Intersection |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+--------------+
| Class 0 |     0.9691    |      0.9833     |        0.9744       |        0.9704        |    0.8629    |     0.5466     |       0.9773       |        0.9489       |     230      |     160      |
| Class 1 |     0.9982    |      0.9962     |        0.9647       |        0.9658        |    0.6261    |     0.3103     |       0.9665       |        0.9507       |     230      |     186      |
| Class 2 |     0.9445    |      0.9564     |        0.9826       |        0.9791        |    0.5852    |     0.4454     |       0.9914       |        0.9628       |     230      |     164      |
| Class 3 |     0.9805    |      0.9576     |        0.9706       |        0.979         |    0.4569    |     0.3579     |       0.9888       |        0.9587       |     230      |     180      |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+--------------+

Banking77:
Max and Max_low 15%:

+----------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
|  Class   | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | MAX Accuracy | MAX Confidence | Max compliment acc | Max compliment conf | Total Masked | Intersedction |
|  Class  | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | MAX Accuracy | MAX Confidence | Max compliment acc | Max compliment conf | Total Masked | Intersedction |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
| Class 0 |     0.9344    |      0.959      |        0.9292       |        0.9386        |    0.9093    |     0.8715     |       0.9365       |        0.9109       |    0.8765    |     0.7842     |       0.941        |        0.9176       |     115      |       49      |
| Class 1 |     0.9853    |      0.9758     |        0.9123       |        0.9322        |    0.9672    |     0.8683     |       0.914        |        0.908        |    0.9555    |     0.7987     |       0.9149       |        0.9096       |     115      |       61      |
| Class 2 |     0.8807    |      0.925      |        0.9471       |        0.9496        |    0.8139    |     0.7988     |       0.9593       |        0.931        |    0.7729    |     0.7253     |       0.9632       |        0.9329       |     115      |       61      |
| Class 3 |     0.9217    |      0.9119     |        0.9335       |        0.9542        |    0.8708    |     0.7921     |       0.9449       |        0.9335       |    0.7974    |     0.6822     |       0.9527       |        0.934        |     115      |       53      |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+


+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
|  Class  | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | MAX Accuracy | MAX Confidence | Max compliment acc | Max compliment conf | Total Masked | Intersedction |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
| Class 0 |     0.9517    |      0.9729     |        0.9404       |        0.9477        |    0.9296    |     0.9095     |       0.9475       |        0.9302       |    0.9043    |     0.8371     |       0.9511       |        0.9339       |     115      |       51      |
| Class 1 |     0.9882    |      0.9852     |        0.9282       |        0.943         |    0.9712    |     0.9085     |       0.9291       |        0.9241       |    0.9606    |     0.856      |       0.9293       |        0.9252       |     115      |       67      |
| Class 2 |     0.9063    |      0.9382     |        0.9556       |        0.959         |    0.839     |     0.8295     |       0.9682       |        0.9476       |    0.7937    |     0.7642     |       0.9715       |        0.9508       |     115      |       61      |
| Class 3 |     0.9268    |      0.9168     |        0.9487       |        0.9661        |    0.8743    |     0.811      |       0.9577       |        0.9529       |    0.8008    |     0.7198     |       0.963        |        0.954        |     115      |       49      |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+


+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
|  Class  | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | MAX Accuracy | MAX Confidence | Max compliment acc | Max compliment conf | Total Masked | Intersedction |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
| Class 0 |     0.9652    |      0.9804     |        0.9561       |        0.9572        |    0.945     |     0.9321     |       0.9622       |        0.945        |    0.9238    |     0.8752     |       0.9635       |        0.9455       |     115      |       55      |
| Class 1 |     0.9947    |      0.9922     |        0.9462       |        0.9528        |    0.9857    |     0.9396     |       0.9461       |        0.9375       |    0.9776    |     0.9015     |       0.9465       |        0.9372       |     115      |       65      |
| Class 2 |     0.9297    |      0.9491     |        0.9679       |        0.9675        |    0.8704    |     0.8632     |       0.9787       |        0.9607       |    0.8127    |     0.7915     |       0.9817       |        0.9647       |     115      |       58      |
| Class 3 |     0.9438    |      0.9283     |        0.9632       |        0.9744        |    0.885     |     0.8295     |       0.9708       |        0.9665       |    0.8076    |     0.7461     |       0.9751       |        0.9684       |     115      |       51      |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+


SST2 a = 2.5
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
|  Class  | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | MAX Accuracy | MAX Confidence | Max compliment acc | Max compliment conf | Total Masked | Intersedction |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
| Class 0 |     0.9892    |      0.9961     |        0.9881       |        0.9978        |    0.9864    |     0.9605     |       0.9901       |        0.9969       |    0.9779    |     0.652      |       0.9938       |        0.9961       |     384      |      194      |
| Class 1 |     0.9881    |      0.9978     |        0.9892       |        0.9961        |    0.9867    |     0.9801     |       0.9908       |        0.9951       |    0.9815    |     0.6665     |       0.9938       |        0.9946       |     384      |      185      |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+





percentage fromn 10 to 50 in range and max

+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
|  Class  | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | MAX Accuracy | MAX Confidence | Max compliment acc | Max compliment conf | Total Masked | Intersedction |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
| Class 0 |     0.9699    |      0.9572     |        0.9155       |        0.9041        |    0.5965    |     0.5729     |       0.9264       |        0.9232       |    0.5905    |     0.5659     |       0.9116       |        0.9094       |      76      |       40      |
| Class 1 |     0.9326    |      0.9317     |        0.9307       |        0.9134        |    0.8779    |     0.8724     |       0.9431       |        0.9314       |    0.8791    |     0.8737     |       0.9441       |        0.939        |      76      |       40      |
| Class 2 |     0.9014    |      0.8649     |        0.934        |        0.9245        |    0.7018    |     0.6969     |       0.9483       |        0.9412       |    0.7026    |     0.7005     |       0.9495       |        0.9456       |      76      |       40      |
| Class 3 |     0.9259    |      0.9237     |        0.9322       |        0.919         |    0.7838    |     0.7755     |       0.9346       |        0.9299       |    0.7994    |     0.7909     |       0.9232       |        0.9217       |      76      |       38      |
| Class 4 |     0.8846    |      0.8665     |        0.9377       |        0.9269        |    0.3503    |     0.353      |        0.93        |        0.9252       |    0.3503    |     0.3545     |       0.9212       |        0.9172       |      76      |       44      |
| Class 5 |     0.851     |      0.7865     |        0.9343       |        0.9245        |    0.1569    |     0.1254     |       0.6684       |        0.6626       |    0.1588    |     0.1262     |       0.7143       |        0.711        |      76      |       38      |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
|  Class  | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | MAX Accuracy | MAX Confidence | Max compliment acc | Max compliment conf | Total Masked | Intersedction |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
| Class 0 |     0.9699    |      0.9572     |        0.9155       |        0.9041        |    0.4274    |     0.363      |       0.9208       |        0.9164       |    0.4202    |     0.3545     |       0.9028       |        0.9015       |     153      |       87      |
| Class 1 |     0.9326    |      0.9317     |        0.9307       |        0.9134        |    0.4113    |     0.3932     |       0.9261       |        0.9091       |    0.4063    |     0.387      |       0.9315       |        0.9252       |     153      |       78      |
| Class 2 |     0.9014    |      0.8649     |        0.934        |        0.9245        |    0.4826    |     0.4578     |       0.941        |         0.93        |    0.4851    |     0.4625     |       0.9357       |        0.9309       |     153      |       75      |
| Class 3 |     0.9259    |      0.9237     |        0.9322       |        0.919         |    0.365     |     0.3513     |       0.9326       |        0.9242       |    0.365     |     0.3474     |       0.9257       |        0.9216       |     153      |       73      |
| Class 4 |     0.8846    |      0.8665     |        0.9377       |        0.9269        |    0.2279    |     0.2077     |       0.927        |        0.9242       |    0.2297    |     0.2082     |       0.8959       |        0.8924       |     153      |       82      |
| Class 5 |     0.851     |      0.7865     |        0.9343       |        0.9245        |    0.1333    |     0.1148     |       0.6669       |        0.6588       |    0.1333    |     0.1143     |       0.6346       |        0.6272       |     153      |       74      |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
|  Class  | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | MAX Accuracy | MAX Confidence | Max compliment acc | Max compliment conf | Total Masked | Intersedction |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
| Class 0 |     0.9699    |      0.9572     |        0.9155       |        0.9041        |    0.3266    |     0.2531     |       0.903        |        0.892        |    0.3336    |     0.2501     |       0.7724       |        0.7632       |     230      |      126      |
| Class 1 |     0.9326    |      0.9317     |        0.9307       |        0.9134        |    0.0594    |     0.0525     |       0.9123       |        0.8915       |    0.0545    |     0.0465     |       0.9075       |        0.8998       |     230      |      116      |
| Class 2 |     0.9014    |      0.8649     |        0.934        |        0.9245        |    0.175     |     0.1712     |       0.908        |        0.8885       |    0.1946    |     0.1845     |       0.8969       |        0.8839       |     230      |      123      |
| Class 3 |     0.9259    |      0.9237     |        0.9322       |        0.919         |    0.2348    |     0.2296     |       0.9291       |        0.9175       |    0.2343    |     0.2313     |       0.9245       |        0.914        |     230      |      106      |
| Class 4 |     0.8846    |      0.8665     |        0.9377       |        0.9269        |    0.2048    |     0.1754     |       0.9325       |        0.9284       |    0.2037    |     0.1719     |       0.9352       |        0.933        |     230      |      116      |
| Class 5 |     0.851     |      0.7865     |        0.9343       |        0.9245        |    0.2569    |     0.1875     |       0.668        |        0.6526       |    0.2588    |     0.187      |       0.6293       |        0.6142       |     230      |      107      |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
|  Class  | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | MAX Accuracy | MAX Confidence | Max compliment acc | Max compliment conf | Total Masked | Intersedction |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
| Class 0 |     0.9699    |      0.9572     |        0.9155       |        0.9041        |    0.2011    |      0.14      |       0.8808       |        0.863        |    0.2034    |     0.1357     |       0.7619       |        0.7457       |     307      |      157      |
| Class 1 |     0.9326    |      0.9317     |        0.9307       |        0.9134        |    0.0076    |     0.007      |       0.8962       |        0.8651       |    0.0041    |     0.0046     |       0.887        |        0.8736       |     307      |      161      |
| Class 2 |     0.9014    |      0.8649     |        0.934        |        0.9245        |    0.0756    |     0.0699     |       0.8196       |        0.7797       |    0.0705    |     0.0663     |       0.7805       |        0.7472       |     307      |      156      |
| Class 3 |     0.9259    |      0.9237     |        0.9322       |        0.919         |    0.0881    |     0.0811     |       0.9248       |        0.9046       |    0.084     |     0.0743     |       0.9205       |        0.9052       |     307      |      134      |
| Class 4 |     0.8846    |      0.8665     |        0.9377       |        0.9269        |    0.0317    |     0.0192     |       0.8001       |        0.7894       |    0.0312    |     0.0167     |       0.6084       |        0.6065       |     307      |      149      |
| Class 5 |     0.851     |      0.7865     |        0.9343       |        0.9245        |    0.4333    |     0.3322     |       0.7358       |        0.7081       |    0.4392    |     0.3351     |       0.6274       |        0.6022       |     307      |      135      |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
|  Class  | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | MAX Accuracy | MAX Confidence | Max compliment acc | Max compliment conf | Total Masked | Intersedction |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
| Class 0 |     0.9699    |      0.9572     |        0.9155       |        0.9041        |    0.1172    |     0.0859     |       0.8645       |        0.8472       |    0.1184    |     0.0838     |       0.7751       |        0.7544       |     384      |      189      |
| Class 1 |     0.9326    |      0.9317     |        0.9307       |        0.9134        |     0.0      |      0.0       |       0.8528       |        0.8095       |     0.0      |      0.0       |       0.8281       |        0.8065       |     384      |      203      |
| Class 2 |     0.9014    |      0.8649     |        0.934        |        0.9245        |    0.0059    |     0.0051     |       0.705        |        0.6513       |    0.0042    |     0.004      |       0.6269       |        0.5987       |     384      |      185      |
| Class 3 |     0.9259    |      0.9237     |        0.9322       |        0.919         |    0.0498    |     0.0404     |       0.9166       |        0.8878       |    0.0441    |     0.0332     |       0.802        |        0.7748       |     384      |      171      |
| Class 4 |     0.8846    |      0.8665     |        0.9377       |        0.9269        |    0.0138    |     0.009      |       0.8198       |        0.805        |    0.0046    |     0.0033     |       0.667        |        0.6409       |     384      |      181      |
| Class 5 |     0.851     |      0.7865     |        0.9343       |        0.9245        |    0.2098    |     0.1361     |       0.7407       |        0.7151       |    0.2039    |     0.1286     |       0.7519       |        0.7092       |     384      |      171      |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+


Layer from 1-12 gpt2 20 %

+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
|  Class  | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | MAX Accuracy | MAX Confidence | Max compliment acc | Max compliment conf | Total Masked | Intersedction |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
| Class 0 |     0.9699    |      0.9572     |        0.9155       |        0.9041        |    0.9754    |     0.959      |       0.9112       |        0.8992       |    0.9413    |     0.8859     |       0.8418       |        0.8037       |     153      |       60      |
| Class 1 |     0.9326    |      0.9317     |        0.9307       |        0.9134        |    0.934     |     0.9282     |       0.9268       |        0.9092       |    0.9212    |     0.8756     |       0.841        |        0.7975       |     153      |       68      |
| Class 2 |     0.9014    |      0.8649     |        0.934        |        0.9245        |    0.8828    |     0.8497     |       0.9335       |        0.9225       |    0.6958    |     0.6703     |       0.8818       |        0.8325       |     153      |       71      |
| Class 3 |     0.9259    |      0.9237     |        0.9322       |        0.919         |    0.9222    |     0.9184     |       0.9309       |        0.9167       |    0.7983    |     0.7718     |       0.8812       |        0.8293       |     153      |       73      |
| Class 4 |     0.8846    |      0.8665     |        0.9377       |        0.9269        |    0.8684    |     0.8573     |       0.9396       |        0.9258       |    0.8298    |     0.7823     |       0.8767       |        0.8336       |     153      |       70      |
| Class 5 |     0.851     |      0.7865     |        0.9343       |        0.9245        |    0.8667    |     0.7991     |       0.9307       |        0.9198       |    0.602     |     0.5691     |       0.8797       |        0.8305       |     153      |       67      |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
|  Class  | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | MAX Accuracy | MAX Confidence | Max compliment acc | Max compliment conf | Total Masked | Intersedction |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
| Class 0 |     0.9699    |      0.9572     |        0.9155       |        0.9041        |    0.9085    |     0.824      |       0.8384       |        0.8083       |    0.1657    |     0.1488     |       0.5262       |        0.5183       |     153      |       73      |
| Class 1 |     0.9326    |      0.9317     |        0.9307       |        0.9134        |    0.9219    |     0.883      |       0.821        |        0.7681       |    0.9856    |     0.9283     |       0.1113       |        0.1328       |     153      |       71      |
| Class 2 |     0.9014    |      0.8649     |        0.934        |        0.9245        |    0.5361    |     0.5275     |       0.8569       |        0.7985       |    0.0331    |     0.1282     |       0.4189       |        0.4053       |     153      |       70      |
| Class 3 |     0.9259    |      0.9237     |        0.9322       |        0.919         |    0.7107    |     0.6752     |       0.8363       |        0.7657       |    0.0555    |     0.1183     |       0.4339       |        0.4184       |     153      |       68      |
| Class 4 |     0.8846    |      0.8665     |        0.9377       |        0.9269        |    0.843     |     0.7895     |       0.862        |        0.8111       |    0.1558    |     0.1598     |       0.4768       |        0.4635       |     153      |       65      |
| Class 5 |     0.851     |      0.7865     |        0.9343       |        0.9245        |    0.6216    |     0.5985     |       0.8281       |        0.7612       |    0.0059    |     0.0174     |       0.4235       |        0.417        |     153      |       68      |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
|  Class  | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | MAX Accuracy | MAX Confidence | Max compliment acc | Max compliment conf | Total Masked | Intersedction |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
| Class 0 |     0.9699    |      0.9572     |        0.9155       |        0.9041        |    0.3228    |     0.2697     |       0.3983       |        0.3606       |    0.0743    |     0.0537     |       0.0917       |        0.0717       |     153      |       74      |
| Class 1 |     0.9326    |      0.9317     |        0.9307       |        0.9134        |    0.3644    |     0.3251     |       0.3219       |        0.2837       |    0.0317    |     0.0161     |       0.0959       |        0.0813       |     153      |       72      |
| Class 2 |     0.9014    |      0.8649     |        0.934        |        0.9245        |    0.2965    |     0.2653     |       0.3446       |        0.3053       |    0.0331    |     0.0197     |       0.096        |        0.0735       |     153      |       75      |
| Class 3 |     0.9259    |      0.9237     |        0.9322       |        0.919         |    0.3587    |     0.3182     |       0.3649       |        0.3226       |    0.0581    |     0.0274     |       0.1018       |        0.0791       |     153      |       72      |
| Class 4 |     0.8846    |      0.8665     |        0.9377       |        0.9269        |    0.3826    |     0.345      |       0.425        |        0.3833       |    0.0848    |     0.0557     |       0.0889       |        0.0699       |     153      |       79      |
| Class 5 |     0.851     |      0.7865     |        0.9343       |        0.9245        |    0.6961    |     0.6622     |       0.3728       |        0.3284       |    0.8725    |     0.867      |       0.0694       |        0.0432       |     153      |       73      |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
|  Class  | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | MAX Accuracy | MAX Confidence | Max compliment acc | Max compliment conf | Total Masked | Intersedction |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
| Class 0 |     0.9699    |      0.9572     |        0.9155       |        0.9041        |    0.3617    |     0.3361     |       0.4167       |        0.394        |     0.32     |     0.2547     |       0.2178       |        0.1397       |     153      |       81      |
| Class 1 |     0.9326    |      0.9317     |        0.9307       |        0.9134        |    0.4417    |     0.4123     |       0.4508       |        0.4227       |    0.0876    |     0.0476     |       0.2634       |        0.1883       |     153      |       79      |
| Class 2 |     0.9014    |      0.8649     |        0.934        |        0.9245        |    0.4129    |     0.3676     |       0.4283       |        0.4014       |    0.0433    |     0.0411     |       0.162        |        0.1154       |     153      |       72      |
